Sentence,Previous,Next
"It followed the Hindu Law in the matter of  succession and 
in other matters, so much so that it was in 1939 that the Central 
Legislature had to come into the field and to abrogate t he application of 
the Hindu Law to the Muslims of the North-West Frontier P rovince and 
to apply the Shariat Law to them.","Now I wish to challenge that statemen t. I think most 
of my friends who have spoken on this amendment have quite forgotten 
that up to 1935 the North-West Frontier Province was not subject to the 
Shariat Law.",That is not all.
"My honourable friends have forgotten, that, apart from the North-West 
Frontier Province, up till 1937 in the rest of India, in various parts, such 
as the United Provinces, the Central Provinces and Bomb ay, the Muslims 
to a large extent were governed by the Hindu Law in th e matter of 
succession.",That is not all.,"In order to bring them on the plane of u niformity with regard 
to the other Muslims who observed the Shariat Law, the Legislature had 
to intervene in 1937 and to pass an enactment applying the Shariat Law 
to the rest of India."
"In order to bring them on the plane of u niformity with regard 
to the other Muslims who observed the Shariat Law, the Legislature had 
to intervene in 1937 and to pass an enactment applying the Shariat Law 
to the rest of India.","My honourable friends have forgotten, that, apart from the North-West 
Frontier Province, up till 1937 in the rest of India, in various parts, such 
as the United Provinces, the Central Provinces and Bomb ay, the Muslims 
to a large extent were governed by the Hindu Law in th e matter of 
succession.","I am also informed by my friend, Shri Karunakara Me non, that in North 
Malabar the Marumakkathayam Law applied to all-not onl y to Hindus 
but also to Muslims."
"I am also informed by my friend, Shri Karunakara Me non, that in North 
Malabar the Marumakkathayam Law applied to all-not onl y to Hindus 
but also to Muslims.","In order to bring them on the plane of u niformity with regard 
to the other Muslims who observed the Shariat Law, the Legislature had 
to intervene in 1937 and to pass an enactment applying the Shariat Law 
to the rest of India.","It is to be remembered that the Maru makkathayam 
Law is a Matriarchal form of law and not a Partriarcha l form of law."
"It is to be remembered that the Maru makkathayam 
Law is a Matriarchal form of law and not a Partriarcha l form of law.","I am also informed by my friend, Shri Karunakara Me non, that in North 
Malabar the Marumakkathayam Law applied to all-not onl y to Hindus 
but also to Muslims.","The Mussulmans, therefore, in North Malabar were up to  now following 
the Marumakkathyam law."
"The same are 
extracted hereunder: 
“Mr H. M. Abdullah (West Central Punjab: Muhammadan):  Sir, I beg to 
move: ""That the Bill to make provision for the applic ation of the Moslem 
Personal Law (Shariat) to Moslems in British India, as reported by the 
Select Committee, be taken into consideration.""","Reference is only necessary to the statemen ts made by H.M. 
Abdullah and Abdul Qaiyum on the floor of the House .","The object of the Bill, as the House is already aware,  is to replace the 
customary law by the Shari at law in certain matters whe re the parties to 
a dispute are Muslims."
"Mr Deputy President (Mr Akhil Chandra Dattas): Motion m oved: ""That 
the Bill to make provision for the application of the Moslem Personal Law 
(Shariat) to Moslems in British India, as reported b y the Select 
Committee, be taken into consideration.""","Sir, I move.","Mr Abdul Qaiyum (North-West Frontier Province: Genera l): Sir, I am in 
sympathy with the objects which this very useful Bill  aims at."
"Sir, there is 
something in the word Shariat, -may be it is Arabic, -  which gives a sort 
of fright to some of my Honourable friends, but I thin k if they try to read 
the Muhammadan Law on the point, especially on the poi nt of 
succession, they will realise that this Bill was long overdue and that it is 
a step in the right direction.","A representative body of Muslim Ulema like the Jamait- ulUlemai-Hind 
has also expressed its sympathy with the objects of this  Bill.","People have no idea of w hat terrible 
conditions the Muslim women have had to endure in my own Province : I 
can say that whenever a Muslim died, at least before th e Frontier Shariat 
Law was enacted in the North-West Frontier Province, h is daughter, his 
sister and his wife all used to be thrown into the stree t, and the 
reversioner in the tenth degree would come round and collar all his 
property."
"People have no idea of w hat terrible 
conditions the Muslim women have had to endure in my own Province : I 
can say that whenever a Muslim died, at least before th e Frontier Shariat 
Law was enacted in the North-West Frontier Province, h is daughter, his 
sister and his wife all used to be thrown into the stree t, and the 
reversioner in the tenth degree would come round and collar all his 
property.","Sir, there is 
something in the word Shariat, -may be it is Arabic, -  which gives a sort 
of fright to some of my Honourable friends, but I thin k if they try to read 
the Muhammadan Law on the point, especially on the poi nt of 
succession, they will realise that this Bill was long overdue and that it is 
a step in the right direction.","I think that the conscience of all those who  believe in progress, 
social, political and economic will revolt against suc h practice and once 
people realise that this Bill is primarily intended to i mprove the status of 
women and to confer upon them benefits which are lawfu lly their due 
under the Muhammadan law, then they will gladly suppor t this measure ."
"It is well-known fact and it is laid down in 
the Government of India Act, Section 107, that where a Fe deral Law 
comes into conflict with a Provincial Law and even if  the Federal Law has 
been passed after the Provincial Law, then to that ext ent it over-rides the 
Provincial law and the Provincial Law becomes null a nd void.","If it is so extended, it would 
mean that the people of the Frontier Province would be ta king a step 
backward and not forwards.","Therefore, 
my submission is that the intention with which I tabled m y amendment 
was not with any idea of opposing the object of this Bi ll, but my reason 
for moving this amendment is that this Bill does not go as far as we wish 
to go -at least in one Province, namely, the North-West F rontier Province."
"It would therefore be a 
misnomer to consider that the Muslim Personal Law (Shar iat) Application 
Act, 1937, in any way, legislated on the above subject.","It was submitted, that the above enactment did not decide what 
was, or was not, Muslim ‘personal law’ – ‘Shariat’.","It was pointed out, 
that Muslim ‘personal law’ – ‘Shariat’ comprised of the  declarations 
contained in the Quran, or through ‘hadiths’, ‘ijmas’  and ‘qiyas’ (-for details, 
refer to Part-2 – The practiced modes of ‘talaq’ among st Muslims)."
"I am the Secretary of All India Muslim Personal  Law Board which has 
been arraigned as Respondent No.3 and as Respondent N o.8 respectively 
to the above-captioned Writ Petitions.","The 
aforesaid affidavit was duly filed, which reads as u nder: 160 “1.","I am conversant wi th the facts 
and circumstances of the present case and I am compete nt to swear this 
Affidavit."
"I say and submit that the All India Muslim Personal Law Board will 
issue an advisory through its Website, Publications an d Social Media 
Platforms and thereby advise the persons who perform ‘Nikah’ (marriage) 
and request them to do the following:-  
(a) At the time of performing ‘Nikah’ (Marriage), the person performing 
the ‘Nikah’ will advise the Bridegroom/Man that in cas e of differences 
leading to Talaq the Bridegroom/Man shall not pronounc e three divorces 
in one sitting since it is an undesirable practice in S hariat;  
(b) That at the time of performing ‘Nikah’ (Marriage) , the person 
performing the ‘Nikah’ will advise both the Bridegroo m/Man and the 
Bride/Woman to incorporate a condition in the ‘Nikahnam a’ to exclude 
resorting to pronouncement of three divorces by her hu sband in one 
sitting .",2.,3.
"“(i) Whether Muslim Personal Law which allows Polyga my is void as 
offending Articles 14 and 15 of the Constitution.","It was submitted that this Court considered the followin g issues 
during the course of adjudication of the above matter .","(ii) Whether Muslim Personal Law which enables a Mus lim male to give 
unilateral Talaq to his wife without her consent and wit hout resort to 
judicial process of courts, is void as it offends Arti cles 13, 14 and 15 of 
the Constitution."
"(ii) Whether Muslim Personal Law which enables a Mus lim male to give 
unilateral Talaq to his wife without her consent and wit hout resort to 
judicial process of courts, is void as it offends Arti cles 13, 14 and 15 of 
the Constitution.","“(i) Whether Muslim Personal Law which allows Polyga my is void as 
offending Articles 14 and 15 of the Constitution.","(iii) Whether the mere fact that a Muslim husband takes m ore than one 
wife is an act of cruelty.” 
 
103."
"Learned senior counsel focused his contentions,  firstly to the 
challenge raised to the validity of Section 2 of the Muslim Personal Law 
(Shariat) Application Act, 1937, insofar as, it relate s to ‘talaq-e-biddat’ on 
the ground, that the same being unconstitutional, was unenforceable.","It would be relevant to mention, at the outset, that l earned senior 
counsel endorsed the submissions advanced by Mr. Kap il Sibal and Mr. 
Raju Ramachandra, Senior Advocates, who had assisted this Court before 
him.","Learned senior counsel, in order to raise his challe nge, first and foremost, 
drew our attention to Sections 2 and 3 of the Muslim Pers onal Law  (Shariat) 
Application Act, 1937 (-for details, refer to Part-4 –  Legislation in India, in 
the field of Muslim ‘personal law’)."
"Learned senior counsel, in order to raise his challe nge, first and foremost, 
drew our attention to Sections 2 and 3 of the Muslim Pers onal Law  (Shariat) 
Application Act, 1937 (-for details, refer to Part-4 –  Legislation in India, in 
the field of Muslim ‘personal law’).","Learned senior counsel focused his contentions,  firstly to the 
challenge raised to the validity of Section 2 of the Muslim Personal Law 
(Shariat) Application Act, 1937, insofar as, it relate s to ‘talaq-e-biddat’ on 
the ground, that the same being unconstitutional, was unenforceable.","It was submitted , that Section 2 
aforesaid, commenced with a non obstante  clause."
"It was therefore reiterated, that the legisla ture which enacted the 
Muslim Personal Law (Shariat) Application Act, 1937, neither modified nor 
amended even in a small measure, the Muslim ‘persona l law’ applicable to 
the Muslims in India, nor did the legislature while e nacting the above 
enactment, subsumed the Muslim ‘personal law’, and the refore, the 
character of the Muslim ‘personal law’ did not undergo  a change on account 
of the enactment of the Muslim Personal Law (Shariat) Ap plication Act, 
1937.","It was submitted, that the 1937 legisla tion was only 
statutorily declared that the Muslim ‘personal law’, as a set of rules, would 
govern the Muslims in India, and that, it would be the Muslim ‘personal law’ 
that would have an overriding effect over any custom or usage to the 
contrary.","According to learned senior counsel, the Musl im ‘personal law’ did 
not metamorphized into a statute, and as such, the rights  and duties of 
Muslims in India continued to be governed even after  the enactment of the 
Shariat Act, as before."
"It was therefore submitted that a challenge to the 
validity of Section 2 of the above enactment, so as to assail the validity of 174 ‘talaq-e-biddat’ as being contrary to the fundamental rig hts contained in 
Part III of the Constitution, was an exercise in futilit y.  Insofar as the 
instant assertion is concerned, learned senior counsel  advanced two 
submissions – firstly, that Section 2 of the Muslim Pers onal Law (Shariat) 
Application Act, 1937 did not by itself bring about an y law providing for 
rights and obligations to be asserted and discharged by the Muslims as a 
community, for the simple reason, that it only reaff irmed the perpetuieties 
of the Muslim ‘personal law’ – ‘Shariat’, and as such , the rights and 
obligations of persons which were subjected to Musli m ‘personal law’ – 
‘Shariat’, continued as they existed prior to the enactm ent of the Shariat 
Act.","As such, it was contended, that it was  wholly unjustified to 
assume, that Muslim ‘personal law’ – ‘Shariat’ was giv en statutory effect, 
through the Shariat Act.","And secondly, the Muslim ‘personal law’ – ‘Sh ariat’, was neither 
transformed nor metamorphized by the Shariat Act, in the nature of 
crystalised rules and regulations, and as such, even if Section 2 of the 
Muslim Personal Law (Shariat) Application Act, 1937 wa s struck down, the 
same would automatically revive the Muslim ‘personal law’ – ‘Shariat’, in 
view of the mandate contained in Article 25 of the Cons titution."
"And secondly, the Muslim ‘personal law’ – ‘Sh ariat’, was neither 
transformed nor metamorphized by the Shariat Act, in the nature of 
crystalised rules and regulations, and as such, even if Section 2 of the 
Muslim Personal Law (Shariat) Application Act, 1937 wa s struck down, the 
same would automatically revive the Muslim ‘personal law’ – ‘Shariat’, in 
view of the mandate contained in Article 25 of the Cons titution.","It was therefore submitted that a challenge to the 
validity of Section 2 of the above enactment, so as to assail the validity of 174 ‘talaq-e-biddat’ as being contrary to the fundamental rig hts contained in 
Part III of the Constitution, was an exercise in futilit y.  Insofar as the 
instant assertion is concerned, learned senior counsel  advanced two 
submissions – firstly, that Section 2 of the Muslim Pers onal Law (Shariat) 
Application Act, 1937 did not by itself bring about an y law providing for 
rights and obligations to be asserted and discharged by the Muslims as a 
community, for the simple reason, that it only reaff irmed the perpetuieties 
of the Muslim ‘personal law’ – ‘Shariat’, and as such , the rights and 
obligations of persons which were subjected to Musli m ‘personal law’ – 
‘Shariat’, continued as they existed prior to the enactm ent of the Shariat 
Act.","Accordingly, it was pointed out, that the parameters of c hallenge, as were 
applicable to assail a statutory enactment, would not be  applicable in the 
matter of assailing the Muslim ‘personal law’ – ‘Shar iat’."
"This will  enable us to ascertain, 
whether the practice of talaq has a legislative sanction,  because it is the 
petitioner’s case, that it is so through express legislati on (-the Muslim 
Personal Law (Shariat) Application Act, 1937).","We will need  to determine, the legal 
sanctity of ‘talaq-e-biddat’ – triple talaq.","But the stance adopted on 
behalf of those contesting the petitioner’s claim is, tha t its stature is that of 
‘personal law’, and on that account, the practice of ‘ talaq-e-biddat’ has a 
constitutional protection."
"The 179 asserted statutory status of Muslim ‘personal law’ (as h as been canvassed 
by the petitioners), emerged from the enactment of the Mus lim Personal Law 
(Shariat) Application Act, 1937.",The judgment in the Rashid Ahmad case 1 was rendered in 1932.,"The ‘Shariat’ Act ex pressly provided, that 
the Muslim ‘personal law’ – ‘Shariat’, would constitu te “the rule of decision”, 
in causes where the parties were Muslim."
"If the Muslim Personal Law (Shariat) Application Act, 1937, had 
incorporated the manner in which questions regarding i ntestate succession, 
special property of females including personal prop erty inherited or 180 obtained under contract or gift or matters such as marria ge, dissolution of 
marriage, including talaq, ila, jihar, lian, khula a nd mubaraat, 
maintenance, dower, guardianship, gifts, trusts and tr ust properties, and 
wakfs (-as in Section 2 thereof), had to be dealt with, as per Muslim 
‘personal law’ – ‘Shariat’ according to the petitioner s, it would be quite a 
different matter.",117.,"All the same, the Shariat Act did not describe how the 
above questions and subjects had to be dealt with."
"Before we bid farewell to Fazlunbi it is necessa ry to mention that 
Chief Justice Baharul Islam, in an elaborate judgmen t replete with 
quotes from the Holy Quoran, has exposed the error of early English 
authors and judges who dealt with talaq in Muslim Law as good even if 
pronounced at whim or in tantrum, and argued against the  diehard view 
                                                 
36  (1980) 4 SCC 125 182 of Batchelor J. ILR 30 Bom 539 that this view ‘is goo d in law, though bad 
in theology’ .","Without pointedly examining the issue of the validi ty of ‘talaq-e-
biddat’, under the Muslim ‘personal law’ – ‘Shariat’,  this Court in Fuzlunbi 
v. K. Khader Vali36 , recorded the following observations: 
“20.","Maybe, when the point directly arises, the question will 
have to be considered by this court, but enough unto the  day the evil 
thereof and we do not express our opinion on this ques tion as it does not 
call for a decision in the present case .” 
 
The above observations lead to the inference, that the pr oposition of law 
pronounced by the Privy Council in the Rashid Ahmad c ase 1, needed a 
relook."
"Referring  to the Principles of 
Mohomedan Law by Sir Dinshaw Fardunji Mulla (LexisN exis, Butterworths 
Wadhwa, Nagpur, 20 th  edition), it was asserted, that the ‘hadiths’ relied 192 upon by the AIMPLB (to which a reference will be mad e separately), were far 
– far removed from the time of the Prophet Mohammad.","To repudiate the 
veracity of the ‘hadiths’ relied upon by the responde nts, it was pointed out, 
that it was by now settled, that there were various degrees  of reliability 
and/or authenticity of different ‘hadiths’.","I t was explained, 
that ‘hadiths’ recorded later in point of time, were les s credible and 
authentic,  as with the passage of time, distortions wer e likely to set in, 
making them unreliable."
"(iii) Dr. Tahir Mahmood 
(Referred in para 6 of the 
judgment) He was a Professor of Law, Delhi 
University.","It is 
submitted that he belonged to 
the Ahl-e-Hadith/Salafi school, 
which school does not recognize 
triple talaq.","He wrote a book entitled “Muslim 
Law in India and Abroad” and 
other books."
"He wrote a book entitled “Muslim 
Law in India and Abroad” and 
other books.","(iii) Dr. Tahir Mahmood 
(Referred in para 6 of the 
judgment) He was a Professor of Law, Delhi 
University.","Referred to other 
Islamic scholars to state, that it 
is a misconception that three 
talaqs have to be pronounced in 
three consecutive months, it is 
not a general rule as the three 
pronouncements have to be 
made when the wife is not in her 
menses, which would obviously 
require about three months."
"It was subm itted, that Dr. Tahir 
Mahmood was a Professor of Law at the Delhi Universit y, and his views 
must be treated as personal to him, and could not be elevated to the 
position of ‘hadiths’.","Reference to Tafs ir Ibn Kathir was 
stated to be improper, as he belonged to the Ahl-e-Hadit h/Salafi school, 198 which school does not accept triple talaq.","It was pointed out, that Sheikh Yu suf al-Qaradawi, 
was a follower of Ahl-e-Hadith school, and therefor e, his views could not be 
taken into consideration."
"Last of all, with reference to Mohammed Hashim 
Kamali, it was pointed out, that he was merely a Profess or of Law, and the 
views expressed by him should be considered as his personal views.","Abu Ameenah Bilal 
Philips, it was submitted, that he was also a follower  of the Ahl-e-
Hadith/Salafi school.","It was 
accordingly asserted, that supplanting the views of othe r schools of Sunni 
Muslims, with reference to the practice of ‘talaq-e-bid dat’ by the proponents 
of the Hanafi school, and even with the beliefs of Sh ia Muslims, was a clear 
breach of a rightful understanding of the school, an d the practice in 
question."
"V.  Did the Muslim Personal Law (Shariat) Application  Act, 1937 confer  
statutory status to the subjects regulated by the said le gislation ?","We are of the view, that the practice  of ‘talaq-e-biddat’, 
has had the sanction and approval of the religious den omination which 
practiced it, and as such, there can be no doubt that the practice, is a part 
of their ‘personal law’.",146.
"The contention now being dealt with, was raised wi th the object of 
demonstrating, that after the enactment of the Muslim Per sonal Law 
(Shariat) Application Act, 1937, the questions and subj ects covered by the 
Shariat Act, ceased to be ‘personal law’, and got trans formed into ‘statutory 
law’.",147.,"It is in this context, that it was submitted, by Ms. Indira Jaising, 
learned senior counsel and some others, that the tag of ‘personal law’ got 
removed from the Muslim ‘personal law’ – ‘Shariat’, after the enactment of 
the Shariat Act, at least for the questions/subjects with reference to which 
the legislation was enacted."
"A perusal of Section 2 thereof (ex tracted in paragraph 23 
above) reveals, that on the questions/subjects of intesta te succession, 
special property of females, including personal pro perty inherited or 
obtained under contract or gift or any other provision of ‘personal law’, 
marriage, dissolution of marriage, including talaq, ila, zihar, lian, khula and 
mubaraat, maintenance, dower, guardianship, gifts, trus ts and trust 
properties, and wakfs, “… the rule of decision …”, wh ere the parties are 
Muslims, shall be “… the Muslim Personal Law – Shar iat.","We have already enumerated the relevant provisio ns of the Shariat 
Act (-for details, refer to Part-4 – Legislation in In dia, in the field of Muslim 
‘personal law’).","The submission 
of the learned counsel representing the petitioners, in  support of the instant 
contention was, that since the “rule of the decision” inter alia  with reference 
to ‘talaq’ (-‘talaq-e-biddat’), was thereafter to be reg ulated in terms of the 
Shariat Act, what was ‘personal law’ (-prior to the abo ve enactment), came 
to be transformed into ‘statutory law’."
"Mr. Kapil Sibal, learned senior counsel appear ing for the AIMPLB, 
drew our attention to the debates in the Legislative Asse mbly, whereupon, 
the Muslim Personal Law (Shariat) Application Act, 193 7 was enacted (for 
details, refer to paragraph 94).",209 152.,"Having invited our a ttention to the above 
debates and more particularly to the statements of Abdu l Qaiyum 
(representing North-West Frontier Province), it was con tended, that the 
legislation under reference, was not enacted with the o bject of giving a 
statutory status to the Muslim ‘personal law’ – ‘Shariat ’."
"Mr. V. Giri, learned senior counsel, supported the above contention 
by placing reliance on Section 2 of the Muslim Person al Law (Shariat) 
Application Act, 1937, on  behalf of the AIMPLB.",153.,"It w as asserted, that 210 Section 2 has a non obstante  clause."
"It was su bmitted, that the 
Muslim Personal Law (Shariat) Application Act, 1937, d id not decide what 
was, and what was not, Muslim ‘personal law’ – ‘Shari at’.","Learned senior counsel for the respondents desir ed us to accept 
their point of view, for yet another reason.","It was therefore 
pointed out, that it would be a misnomer to consider, tha t the Shariat Act, 
legislated in the field of Muslim ‘personal law’ – ‘ Shariat’  in any manner on 
Muslim ‘personal law’ – ‘Shariat’."
"It was therefore 
contended, that it would be wholly improper to assume tha t Muslim 
‘personal law’ – ‘Shariat’ was given statutory effect , through the Muslim 
Personal Law (Shariat) Application Act, 1937.","It was therefore contended, that the M uslim ‘personal law’ 
– ‘Shariat’ was never metamorphosed  into a statute.",155.
"Based on the above contentions, it was submitted, tha t the Muslim 
Personal Law (Shariat) Application Act, 1937 cannot be  treated as having 
conferred statutory status on the Muslim ‘personal law’  – ‘Shariat’, and as 
such, the same cannot be treated as a statutory enactme nt, so as to be 
tested for its validity in the manner contemplated und er Article 13(1) of the 
Constitution.",155.,156.
"Having 
closely examined Section 2 of the Muslim Personal Law  (Shariat) Application 
Act, 1937, we are of the view, that the limited purpose o f the aforesaid 
provision was to negate the overriding effect of usag es and customs over the 
Muslim ‘personal law’ – ‘Shariat’.","We have given our thoughtful consideration to the  submissions 
advanced at the hands of learned counsel for the rival  parties.","This determinati on of ours clearly 
emerges even from the debates in the Legislative Assem bly before the 
enactment of Muslim Personal Law (Shariat) Applicatio n Act, 1937."
"This determinati on of ours clearly 
emerges even from the debates in the Legislative Assem bly before the 
enactment of Muslim Personal Law (Shariat) Applicatio n Act, 1937.","Having 
closely examined Section 2 of the Muslim Personal Law  (Shariat) Application 
Act, 1937, we are of the view, that the limited purpose o f the aforesaid 
provision was to negate the overriding effect of usag es and customs over the 
Muslim ‘personal law’ – ‘Shariat’.","In fact, 
the statements of H.M. Abdullah (representing West Centra l Punjab) and 
Abdul Qaiyum (representing North-West Frontier Province ), leave no room 212 for any doubt, that the objective sought to be achieved  by the ‘Shariat’ was 
inter alia  to negate the overriding effect on customs and usage s over the 
Muslim ‘personal law’ – ‘Shariat’."
"We are 
therefore constrained to accept the contention advanced by  learned counsel 
for the respondents, that the proposition canvassed on b ehalf of the 
petitioners, namely, that the Muslim Personal Law (Shar iat) Application Act, 
1937 conferred statutory status, on the questions/subje cts governed by the 
Shariat Act, cannot be accepted.","The 1939 
Act would form a part of ‘statutory law’, and not ‘per sonal law’.","That being the positio n, Muslim ‘personal 
law’ – ‘Shariat’ cannot be considered as a State enactm ent."
"In view of the conclusions recorded in the fore going paragraph, it is 
not possible for us to accept, the contention advanced o n behalf of the 
petitioners, that the questions/subjects covered by the Mus lim Personal 
Law (Shariat) Application Act, 1937 ceased to be ‘per sonal law’ and got 
transformed into ‘statutory law’.",157.,"Having concluded as above, we must also 
hold (-which we do), that the practices of Muslim ‘pers onal law’ – ‘Shariat’ 
cannot be required to satisfy the provisions contained in Part III – 
Fundamental Rights, of the Constitution, applicable to S tate actions, in 
terms of Article 13 of the Constitution."
"In our consideration recorded hereinabove, we h ave held, that the 
provisions of the Muslim Personal Law (Shariat) Appl ication Act, 1937 did 
not alter the ‘personal law’ status of the Muslim ‘perso nal law’ – ‘Shariat’.",158.,We shall now deal with the next step.
"494 of 1996, the reliefs prayed for are as foll ows: 
(a) to declare Muslim Personal Law which allows pol ygamy as void as 
offending Articles 14 and 15 of the Constitution; 
(b) to declare Muslim Personal Law which enables a Muslim male to give 
unilateral Talaq to his wife without her consent and wi thout resort to 
judicial process of courts, as void, offending Articl es 13, 14 and 15 of the 
Constitution; 
(c) to declare that the mere fact that a Muslim husband  takes more than 
one wife is an act of cruelty within the meaning of Cl ause VIII (f) 
of Section 2 of Dissolution of Muslim Marriages Act, 1939; 
(d) to declare that Muslim Women (Protection of Rights on Divorce) Act, 
1986 is void as infringing Articles 14 and 15; 
(e) to further declare that the provisions of Sunni and Shia laws of 
inheritance which discriminate against females in their  share as 
compared to the share of males of the same status, void as 
discriminating against females only on the ground of sex.","(C) 
No.",2.
"We have already reje cted the contention 
advanced on behalf of the petitioners, that the provision s of the Muslim 
Personal Law (Shariat) Application Act, 1937, did not alter the ‘personal law’ 226 status of ‘Shariat’.","Even Ar ticle 21 is a protection 
from State action, inasmuch as, it prohibits the State fr om depriving anyone 
of the rights enuring to them, as a matter of life and liberty (-except, by 
procedure established by law).","We have not accepted, that after th e enactment of the 
Shariat Act, the questions/subjects covered by the said legislation ceased to 
be ‘personal law’, and got transformed into ‘statutory law’."
"Nehru who could pilot through, succes sfully, the Hindu 
Succession Act and Hindu Marriage Act revolutionisi ng the customary 
Hindu Law.","Nor is a statesman of 
                                                 
40  (1995) 3 SCC 635 229 the stature of Pt.",The desirability of uniform Code can har dly be doubted.
"Law should be capable to expand 
freedom of the people and the legal order can weigh with utmost equal 
care to provide the underpinning of the highly inequit able social order.","To construe law one must enter 
into its spirit, its setting and history .","Judicial review must be exercised with insight into so cial values to 
supplement the changing social needs."
"Relevant 
part thereof, is reproduced hereunder:- 
“Statement of objects and reasons 
The object of Indian Divorce Bill is to place the M atrimonial Law 
administered by the High Courts, in the exercise of  their original 
jurisdiction, on the same footing as the Matrimonia l Law administered 
by the court for Divorce and Matrimonial Causes in England .","The Statement of objects and reasons of the Bill , delineates the 
purpose that was sought to be achieved through the enactm ent.","The 9th Section of the Act of Parliament for establ ishing High Courts of 
Judicature in India (24 and 25 Vic., C.104) provide s that the High Courts 
shall exercise such Matrimonial Jurisdiction as Her  Majesty by Letters 
Patent shall grant and direct."
"The same is reproduced below:- 
“Statement of objects and reasons 
This Bill seeks to implement the Twenty-third Report of  the Law 
Commission on the law relating to foreign marriages.","The statement of objects and reasons of t he Foreign Marriage 
Act, 1969 expresses the holistic view, which led to the  passing of the 
legislation.","There is, at present 
considerable uncertainty as to the law on the subject , as the existing 
legislation touches only the fringes of the subject an d the matter is 
governed by principles of private international law w hich are by no 
means well-settled, and which cannot readily be applie d to a country 
such as ours in which different marriage laws apply to different 
communities."
"The Muslim Personal Law (Shariat)  Application Act, 1937, 
as already noticed above provided, “the rule of deci sion” in matters 
pertaining, inter alia, to marriage, dissolution of mar riage including talaq, 
ila, zihar, lian, khula and mubaraat would be the Mus lim ‘personal law’ – 
‘Shariat’, and not, any custom or usage to the contrary.","For their personal relations, they follow the Muslim ‘personal 
law’ – ‘Shariat’.","It is therefore, that 
by a statutory intervention, customs and usages in conf lict with Muslim 
‘personal law’, were done away with, in connection wi th ‘personal law’ 
matters, in relation to Muslims."
"Explanation.- This clause applies whether the marriage  was solemnized 
before or after the commencement of the Marriage Laws (Amendment) 
Act, 1976 (68 of 1976).” 
By subsequent amendments, Section 13B was introduced, w hich provides 
for divorce by mutual consent.","(2) A wife may also present a petition for the dissolu tion of her marriage 
by a decree of divorce on the ground-  
(i) in the case of any marriage solemnized before the  commencement of 
this Act, that the husband had married again before such  
commencement or that any other wife of the husband marr ied before 
such commencement was alive at the time of the solemniz ation of the 
marriage of the petitioner:  
Provided that in either case the other wife is alive at the time of the 
presentation of the petition; or 
(ii)that the husband has, since the solemnization of the  marriage, been 
guilty of rape, sodomy or bestiality ; or  
(iii) that in a suit under Section 18 of the Hindu Adop tions and 
Maintenance Act, 1956 (78 of 1956), or in a proceedin g under Section 
125 of the Code of Criminal Procedure, 1973, (2 of 1 974) or under 
corresponding Section 488 of the Code of Criminal Pr ocedure, 1898 (5 of 
1898), a decree  or order, as the case may be, has been passed again st 
the husband awarding maintenance to the wife notwithstan ding that she 
was living apart and that since the passing of such dec ree or order , 
cohabitation between the parties has not been resumed f or one year or 
upwards; or  
(iv) that her marriage (whether consummated or not) wa s solemnized 
before she attained the age of fifteen years and she  has repudiated the 
marriage after attaining that age but before attaining th e age of eighteen 
years.",182.
"(5) The contention of the petitioners, that the questions/su bjects 
covered by the Muslim Personal Law (Shariat) Applicati on Act, 1937, ceased 264 to be ‘personal law’, and got transformed into ‘statutor y law’, cannot be 
accepted, and is accordingly rejected.","The same is a part of  their faith, having 
been followed for more than 1400 years, and as such,  has to be accepted as 
being constituent of their ‘personal law’.","(6) ‘Talaq-e-biddat’, does not violate the parameters e xpressed in Article 
25 of the Constitution."
"The Muslim Personal Law (Shariat) Application Act, 1937 
(hereinafter referred to as “the 1937 Act”) was ena cted to put an 
end to the unholy, oppressive and discriminatory cu stoms and 
usages in the Muslim community.",3.,"47  Section 2 is most relevant in 
the face of the present controversy."
"Law declared by Supreme Court to be binding on  all courts.- The law declared 
by the Supreme Court shall be binding on all courts  within the territory of India.","45  (2002) 7 SCC 518 
46 141.","47 STATEMENT OF OBJECTS AND REASONS  
For several years past it has been the cherished de sire of the 
Muslims of British India that Customary Law should in no case take the 
place of Muslim Personal Law."
"47 STATEMENT OF OBJECTS AND REASONS  
For several years past it has been the cherished de sire of the 
Muslims of British India that Customary Law should in no case take the 
place of Muslim Personal Law.","Law declared by Supreme Court to be binding on  all courts.- The law declared 
by the Supreme Court shall be binding on all courts  within the territory of India.","The matter has been r epeatedly agitated in 
the press as well as on the platform."
"Customary Law is a misnomer in as m uch as it has not any 
sound basis to stand upon and is very much liable t o frequent changes and 
cannot be expected to attain at any time in the fut ure that certainty and 
definiteness which must be the characteristic of al l laws.","The Jamiat-ul -Ulema-i-Hind, the 
greatest Moslem religious body has supported the de mand and invited the 
attention of all concerned to the urgent necessity of introducing a measure 
to this effect.","The status of 
Muslim women under the so-called Customary Law is s imply disgraceful."
"The status of 
Muslim women under the so-called Customary Law is s imply disgraceful.","Customary Law is a misnomer in as m uch as it has not any 
sound basis to stand upon and is very much liable t o frequent changes and 
cannot be expected to attain at any time in the fut ure that certainty and 
definiteness which must be the characteristic of al l laws.","All the Muslim Women Organisations have therefore c ondemned the 
Customary Law as it adversely affects their rights."
